TRIPID,HHID,PERSID,STARTSTOP,ENDSTOP,STARTIME,ORIGPLACE,ORIGPURP,ORIGSA1_2021,DESTPLACE,DESTPURP,DESTSA1_2021,MAINMODE,MODE1,MODE2,MODE3,MODE4,MODE5,MODE6,MODE7,MODE8,ARRTIME,DURATION,TRAVTIME,CUMDIST,OVERALL_PURPOSE
933391000004,93339,93339/1000,4,4,720,My workplace,Work (my workplace),31802148214,My home,Go home,31802148234,Car driver,Car driver,,,,,,,,730,,10,1.92,Direct Work Commute
933391001001,93339,93339/1001,1,1,120,My home,At Home,31802148234,My workplace,Work (my workplace),31802147510,Car driver,Car driver,,,,,,,,135,480,15,7.29,Direct Work Commute
933391001002,93339,93339/1001,2,2,615,My workplace,Work (my workplace),31802147510,My home,Go home,31802148234,Car driver,Car driver,,,,,,,,625,,10,7.3,Direct Work Commute
933391002001,93339,93339/1002,1,1,210,My home,At Home,31802148234,My workplace,Work (my workplace),31802147909,Car driver,Car driver,,,,,,,,230,610,20,8.46,Direct Work Commute
933391002002,93339,93339/1002,2,2,840,My workplace,Work (my workplace),31802147909,My home,Go home,31802148234,Car driver,Car driver,,,,,,,,870,,30,8.39,Direct Work Commute
933401000001,93340,93340/1000,1,1,244,My home,At Home,31802147607,Primary or secondary school,Pick up or drop off a passenger,31802147609,Walking,Walking,,,,,,,,255,15,11,0.8,Pickup/Dropoff Someone
933401000002,93340,93340/1000,2,2,270,Primary or secondary school,Pick up or drop off a passenger,31802147609,My home,Go home,31802147607,Walking,Walking,,,,,,,,285,360,15,0.8,Pickup/Dropoff Someone
933401000003,93340,93340/1000,3,3,645,My home,Go home,31802147607,Primary or secondary school,Pick up or drop off a passenger,31802147609,Walking,Walking,,,,,,,,655,15,10,0.8,Pickup/Dropoff Someone
933401000004,93340,93340/1000,4,4,670,Primary or secondary school,Pick up or drop off a passenger,31802147609,My home,Go home,31802147607,Walking,Walking,,,,,,,,685,,15,0.8,Pickup/Dropoff Someone
933401001001,93340,93340/1001,1,1,285,My home,At Home,31802147607,My campus,Education,31802148416,Car passenger,Car passenger,,,,,,,,295,335,10,6.32,Education
933401001002,93340,93340/1001,2,2,630,My campus,Education,31802148416,My home,Go home,31802147607,Car passenger,Car passenger,,,,,,,,645,,15,6.06,Education
933401002001,93340,93340/1002,1,1,244,My home,At Home,31802147607,Primary or secondary school,Education,31802147609,Walking,Walking,,,,,,,,255,415,11,0.8,Education
933401002002,93340,93340/1002,2,2,670,Primary or secondary school,Education,31802147609,My home,Go home,31802147607,Walking,Walking,,,,,,,,685,,15,0.8,Education
933401003001,93340,93340/1003,1,1,244,My home,At Home,31802147607,Primary or secondary school,Education,31802147609,Walking,Walking,,,,,,,,255,415,11,0.8,Education
933401003002,93340,93340/1003,2,2,670,Primary or secondary school,Education,31802147609,My home,Go home,31802147607,Walking,Walking,,,,,,,,685,,15,0.8,Education
933401004001,93340,93340/1004,1,1,244,My home,At Home,31802147607,Primary or secondary school,Education,31802147609,Walking,Walking,,,,,,,,255,415,11,0.8,Education
933401004002,93340,93340/1004,2,2,670,Primary or secondary school,Education,31802147609,My home,Go home,31802147607,Walking,Walking,,,,,,,,685,,15,0.8,Education
933421000001,93342,93342/1000,1,1,140,My home,At Home,31802147607,My workplace,Work (my workplace),31802149114,Car driver,Car driver,,,,,,,,165,615,25,12.98,Direct Work Commute
933421000002,93342,93342/1000,2,2,780,My workplace,Work (my workplace),31802149114,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,810,30,30,12.93,Direct Work Commute
933421000003,93342,93342/1000,3,3,840,My home,Go home,31802147607,Other place (please specify),Recreation/leisure activity,31802148805,Car driver,Car driver,,,,,,,,855,0,15,6.35,Recreation
933421000004,93342,93342/1000,4,4,855,Other place (please specify),Recreation/leisure activity,31802148805,Other place (please specify),Recreation/leisure activity,31802147417,Other method,Other method,,,,,,,,860,125,5,21.68,Recreation
933421000005,93342,93342/1000,5,5,985,Other place (please specify),Recreation/leisure activity,31802147417,Other place (please specify),Recreation/leisure activity,31802148805,Other method,Other method,,,,,,,,990,0,5,21.84,Recreation
933421000006,93342,93342/1000,6,6,990,Other place (please specify),Recreation/leisure activity,31802148805,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,1000,,10,6.28,Recreation
933451000001,93345,93345/1000,1,1,220,My home,At Home,31802147607,Other place (please specify),Personal business,31802148212,Car driver,Car driver,,,,,,,,240,55,20,6.41,Personal Business
933451000002,93345,93345/1000,2,2,295,Other place (please specify),Personal business,31802148212,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,310,390,15,6.48,Personal Business
933451000003,93345,93345/1000,3,3,700,My home,Go home,31802147607,Other place (please specify),Personal business,31802148212,Car driver,Car driver,,,,,,,,720,30,20,6.41,Personal Business
933451000004,93345,93345/1000,4,4,750,Other place (please specify),Personal business,31802148212,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,765,,15,6.48,Personal Business
933471000001,93347,93347/1000,1,1,480,My home,At Home,31802147607,Shop or supermarket,Shopping,31802147904,Car driver,Car driver,,,,,,,,490,70,10,1.76,Shopping
933471000002,93347,93347/1000,2,2,560,Shop or supermarket,Shopping,31802147904,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,570,390,10,1.76,Shopping
933471000003,93347,93347/1000,3,3,960,My home,Go home,31802147607,Shop or supermarket,Shopping,31802147605,Car driver,Car driver,,,,,,,,965,20,5,0.73,Shopping
933471000004,93347,93347/1000,4,4,985,Shop or supermarket,Shopping,31802147605,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,990,,5,0.71,Shopping
933501000001,93350,93350/1000,1,1,360,My home,At Home,31802147607,Shop or supermarket,Shopping,31802147605,Taxi,Taxi,,,,,,,,370,50,10,1.27,Shopping
933501000002,93350,93350/1000,2,2,420,Shop or supermarket,Shopping,31802147605,My home,Go home,31802147607,Taxi,Taxi,,,,,,,,430,,10,1.46,Shopping
933511000001,93351,93351/1000,1,1,240,My home,At Home,31802147607,Primary or secondary school,Pick up or drop off a passenger,31802147905,Car driver,Car driver,,,,,,,,250,1,10,3.18,Pickup/Dropoff Someone
933511000002,93351,93351/1000,2,2,251,Primary or secondary school,Pick up or drop off a passenger,31802147905,Primary or secondary school,Pick up or drop off a passenger,31802147216,Car driver,Car driver,,,,,,,,266,1,15,6.85,Pickup/Dropoff Someone
933511000003,93351,93351/1000,3,3,267,Primary or secondary school,Pick up or drop off a passenger,31802147216,Someone else's home,Pick up or drop off a passenger,31802148025,Car driver,Car driver,,,,,,,,287,43,20,10.33,Pickup/Dropoff Someone
933511000004,93351,93351/1000,4,4,330,Someone else's home,Pick up or drop off a passenger,31802148025,Other place (please specify),Personal business,31802148232,Car driver,Car driver,,,,,,,,355,3,25,10.01,Personal Business
933511000005,93351,93351/1000,5,5,358,Other place (please specify),Personal business,31802148232,Someone else's home,Pick up or drop off a passenger,31802148025,Car driver,Car driver,,,,,,,,374,6,16,10.1,Pickup/Dropoff Someone
933511000006,93351,93351/1000,6,6,380,Someone else's home,Pick up or drop off a passenger,31802148025,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,404,246,24,14.65,Pickup/Dropoff Someone
933511000007,93351,93351/1000,7,7,650,My home,Go home,31802147607,Primary or secondary school,Pick up or drop off a passenger,31802147216,Car driver,Car driver,,,,,,,,661,1,11,5.14,Pickup/Dropoff Someone
933511000008,93351,93351/1000,8,8,662,Primary or secondary school,Pick up or drop off a passenger,31802147216,Primary or secondary school,Pick up or drop off a passenger,31802147905,Car driver,Car driver,,,,,,,,679,1,17,6.44,Pickup/Dropoff Someone
933511000009,93351,93351/1000,9,9,680,Primary or secondary school,Pick up or drop off a passenger,31802147905,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,688,2,8,3.18,Pickup/Dropoff Someone
933511000010,93351,93351/1000,10,10,690,My home,Go home,31802147607,Someone else's home,Pick up or drop off a passenger,31802147206,Car driver,Car driver,,,,,,,,702,1,12,5.47,Pickup/Dropoff Someone
933511000011,93351,93351/1000,11,11,703,Someone else's home,Pick up or drop off a passenger,31802147206,Shop or supermarket,Shopping,31802146714,Car driver,Car driver,,,,,,,,712,49,9,2.22,Shopping
933511000012,93351,93351/1000,12,12,761,Shop or supermarket,Shopping,31802146714,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,773,,12,3.85,Shopping
933511001001,93351,93351/1001,1,1,270,My home,At Home,31802147607,My workplace,Work (my workplace),31802146704,Car driver,Car driver,,,,,,,,280,520,10,3.53,Direct Work Commute
933511001002,93351,93351/1001,2,2,800,My workplace,Work (my workplace),31802146704,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,810,,10,3.56,Direct Work Commute
933511003001,93351,93351/1003,1,1,240,My home,At Home,31802147607,Primary or secondary school,Education,31802147905,Car passenger,Car passenger,,,,,,,,250,430,10,3.18,Education
933511003002,93351,93351/1003,2,2,680,Primary or secondary school,Education,31802147905,My home,Go home,31802147607,Car passenger,Car passenger,,,,,,,,688,,8,3.18,Education
933511004001,93351,93351/1004,1,1,240,My home,At Home,31802147607,Primary or secondary school,Pick up or drop off a passenger,31802147905,Car passenger,Car passenger,,,,,,,,250,1,10,3.18,Pickup/Dropoff Someone
933511004002,93351,93351/1004,2,2,251,Primary or secondary school,Pick up or drop off a passenger,31802147905,Primary or secondary school,Education,31802147216,Car passenger,Car passenger,,,,,,,,266,396,15,6.85,Education
933511004003,93351,93351/1004,3,3,662,Primary or secondary school,Education,31802147216,Primary or secondary school,Pick up or drop off a passenger,31802147905,Car passenger,Car passenger,,,,,,,,679,1,17,6.44,Pickup/Dropoff Someone
933511004004,93351,93351/1004,4,4,680,Primary or secondary school,Pick up or drop off a passenger,31802147905,My home,Go home,31802147607,Car passenger,Car passenger,,,,,,,,688,,8,3.18,Pickup/Dropoff Someone
933521000001,93352,93352/1000,1,1,250,My home,At Home,31802147607,My workplace,Work (my workplace),31802149022,Car driver,Car driver,,,,,,,,262,586,12,5,Direct Work Commute
933521000002,93352,93352/1000,2,2,848,My workplace,Work (my workplace),31802149022,Shop or supermarket,Shopping,31802147913,Car driver,Car driver,,,,,,,,855,51,7,3.92,Shopping
933521000003,93352,93352/1000,3,3,906,Shop or supermarket,Shopping,31802147913,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,912,,6,1.77,Shopping
933541000001,93354,93354/1000,1,1,180,My home,At Home,31802147607,My workplace,Work (my workplace),31802147510,Car driver,Car driver,,,,,,,,190,530,10,1.07,Direct Work Commute
933541000002,93354,93354/1000,2,2,720,My workplace,Work (my workplace),31802147510,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,730,,10,1.16,Direct Work Commute
933571001001,93357,93357/1001,1,1,240,My home,At Home,31802147607,Other place (please specify),Personal business,31802148507,Car driver,Car driver,,,,,,,,250,65,10,3.46,Personal Business
933571001002,93357,93357/1001,2,2,315,Other place (please specify),Personal business,31802148507,Other place (please specify),Personal business,31802147510,Car driver,Car driver,,,,,,,,330,50,15,4.37,Personal Business
933571001003,93357,93357/1001,3,3,380,Other place (please specify),Personal business,31802147510,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,390,,10,1.13,Personal Business
933581000001,93358,93358/1000,1,1,0,My home,At Home,31802147607,My workplace,Work (my workplace),31802147605,Car driver,Car driver,,,,,,,,3,544,3,0.73,Direct Work Commute
933581000002,93358,93358/1000,2,2,547,My workplace,Work (my workplace),31802147605,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,550,,3,0.71,Direct Work Commute
933631000001,93363,93363/1000,1,1,300,My home,At Home,31802147607,Other place (please specify),Pickup/deliver something (not work-related),31802148412,Car driver,Car driver,,,,,,,,310,50,10,4.7,Pickup/Deliver Something
933631000002,93363,93363/1000,2,2,360,Other place (please specify),Pickup/deliver something (not work-related),31802148412,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,370,,10,4.71,Pickup/Deliver Something
933631001001,93363,93363/1001,1,1,390,My home,At Home,31802147607,Other place (please specify),Pickup/deliver something (not work-related),31802148412,Car driver,Car driver,,,,,,,,400,50,10,4.7,Pickup/Deliver Something
933631001002,93363,93363/1001,2,2,450,Other place (please specify),Pickup/deliver something (not work-related),31802148412,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,460,,10,4.71,Pickup/Deliver Something
933661000001,93366,93366/1000,1,1,160,My home,At Home,31802147607,My workplace,Work (my workplace),31802148510,Car driver,Car driver,,,,,,,,165,495,5,3.97,Direct Work Commute
933661000002,93366,93366/1000,2,2,660,My workplace,Work (my workplace),31802148510,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,665,,5,3.96,Direct Work Commute
933681000001,93368,93368/1000,1,1,390,My home,At Home,31802147607,Shop or supermarket,Shopping,31802147913,Car driver,Car driver,,,,,,,,405,30,15,2.06,Shopping
933681000002,93368,93368/1000,2,2,435,Shop or supermarket,Shopping,31802147913,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,450,,15,1.95,Shopping
933731000001,93373,93373/1000,1,1,360,My home,At Home,31802148403,Shop or supermarket,Shopping,31802148246,Car driver,Car driver,,,,,,,,375,115,15,6.78,Shopping
933731000002,93373,93373/1000,2,2,490,Shop or supermarket,Shopping,31802148246,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,501,,11,6.78,Shopping
933731001001,93373,93373/1001,1,1,360,My home,At Home,31802148403,Shop or supermarket,Just accompanying someone,31802148246,Car passenger,Car passenger,,,,,,,,375,115,15,6.78,Accompany Someone
933731001002,93373,93373/1001,2,2,490,Shop or supermarket,Just accompanying someone,31802148246,My home,Go home,31802148403,Car passenger,Car passenger,,,,,,,,501,,11,6.78,Accompany Someone
933781000001,93378,93378/1000,1,1,220,My home,At Home,31802148403,Childcare or kindergarten,Pick up or drop off a passenger,31802148418,Car driver,Car driver,,,,,,,,225,5,5,1.07,Pickup/Dropoff Someone
933781000002,93378,93378/1000,2,2,230,Childcare or kindergarten,Pick up or drop off a passenger,31802148418,Primary or secondary school,Pick up or drop off a passenger,31802148422,Car driver,Car driver,,,,,,,,235,10,5,1.09,Pickup/Dropoff Someone
933781000003,93378,93378/1000,3,3,245,Primary or secondary school,Pick up or drop off a passenger,31802148422,My workplace,Work (my workplace),31802149013,Car driver,Car driver,,,,,,,,265,530,20,8.37,Work Related
933781000004,93378,93378/1000,4,4,795,My workplace,Work (my workplace),31802149013,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,815,,20,8.52,Direct Work Commute
933781001001,93378,93378/1001,1,1,110,My home,At Home,31802148403,My workplace,Work (my workplace),31802147510,Car driver,Car driver,,,,,,,,120,520,10,3.33,Direct Work Commute
933781001002,93378,93378/1001,2,2,640,My workplace,Work (my workplace),31802147510,Primary or secondary school,Pick up or drop off a passenger,31802148422,Car driver,Car driver,,,,,,,,660,0,20,3.22,Pickup/Dropoff Someone
933781001003,93378,93378/1001,3,3,660,Primary or secondary school,Pick up or drop off a passenger,31802148422,Childcare or kindergarten,Pick up or drop off a passenger,31802148418,Car driver,Car driver,,,,,,,,670,5,10,1.21,Pickup/Dropoff Someone
933781001004,93378,93378/1001,4,4,675,Childcare or kindergarten,Pick up or drop off a passenger,31802148418,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,680,,5,1.11,Pickup/Dropoff Someone
933781002001,93378,93378/1002,1,1,220,My home,At Home,31802148403,Childcare or kindergarten,Pick up or drop off a passenger,31802148418,Car passenger,Car passenger,,,,,,,,225,5,5,1.07,Pickup/Dropoff Someone
933781002002,93378,93378/1002,2,2,230,Childcare or kindergarten,Pick up or drop off a passenger,31802148418,Primary or secondary school,Education,31802148422,Car passenger,Car passenger,,,,,,,,235,440,5,1.09,Education
933781002003,93378,93378/1002,3,3,675,Primary or secondary school,Education,31802148422,My home,Go home,31802148403,Car passenger,Car passenger,,,,,,,,680,,5,1.17,Education
933781003001,93378,93378/1003,1,1,220,My home,At Home,31802148403,Childcare or kindergarten,Education,31802148418,Car passenger,Car passenger,,,,,,,,225,450,5,1.07,Education
933781003002,93378,93378/1003,2,2,675,Childcare or kindergarten,Education,31802148418,My home,Go home,31802148403,Car passenger,Car passenger,,,,,,,,680,,5,1.11,Education
933791000001,93379,93379/1000,1,1,180,My home,At Home,31802148403,My workplace,Work (my workplace),31802147510,Car driver,Car driver,,,,,,,,190,500,10,3.93,Direct Work Commute
