HHID,HHSIZE,BIKES,HHVEH,EBIKES,ESCOOTER,DWELLTYPE,SURVEYWEEK,STRATA_LGA,TRAVDATE,TRAVMONTH,TRAVYEAR,TRAVDOW,HOME_SA1_2021,HHWGT_20
92919,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",13,11,1,3,2021,1,31802148808,23.17869001
92940,2,0,2,0,0,Separate house,13,11,2,3,2021,2,31802149001,25.29879984
92947,2,4,2,0,0,Separate house,13,11,4,3,2021,4,31802149001,25.29879984
92948,4,0,3,0,0,Separate house,13,11,5,3,2021,5,31802149001,38.1196772
92953,1,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",13,11,5,3,2021,5,31802149021,23.17869001
92955,2,0,1,0,0,"Unit, flat, or apartment (4 or more storeys)",13,11,2,3,2021,2,31802149021,25.29879984
92957,1,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",13,11,4,3,2021,4,31802149021,23.17869001
92959,1,0,0,0,0,Separate house,13,11,1,3,2021,1,31802149021,23.17869001
92960,1,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",13,11,2,3,2021,2,31802149021,23.17869001
92961,2,0,2,0,0,Separate house,13,11,3,3,2021,3,31802149021,25.29879984
92963,3,0,2,0,0,"Unit, flat, or apartment (less than 4 storeys)",13,11,5,3,2021,5,31802149021,30.44441848
92968,2,0,2,0,0,"Unit, flat, or apartment (less than 4 storeys)",13,11,5,3,2021,5,31802149021,25.29879984
92969,2,2,2,0,0,"Semi-detached house, terrace house, townhouse, etc.",13,11,1,3,2021,1,31802149021,25.29879984
92970,2,0,2,0,0,"Semi-detached house, terrace house, townhouse, etc.",13,11,2,3,2021,2,31802149021,25.29879984
92971,2,2,2,0,0,Separate house,13,11,3,3,2021,3,31802149021,25.29879984
92974,1,2,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",13,11,1,3,2021,1,31802149021,23.17869001
92976,1,0,1,0,0,"Unit, flat, or apartment (4 or more storeys)",13,11,3,3,2021,3,31802149021,23.17869001
92977,1,0,0,0,0,Separate house,13,11,4,3,2021,4,31802149021,23.17869001
92988,2,0,0,0,0,,13,11,5,3,2021,5,31802149112,25.29879984
92993,2,0,1,0,0,,13,11,5,3,2021,5,31802149112,25.29879984
92995,2,0,2,0,0,,13,11,2,3,2021,2,31802149112,25.29879984
92999,2,1,2,2,0,,13,11,1,3,2021,1,31802149112,25.29879984
93017,1,2,1,0,0,Separate house,14,11,11,3,2021,4,31802146701,23.17869001
93019,2,0,2,0,0,Separate house,14,11,8,3,2021,1,31802146701,25.29879984
93020,2,2,2,0,0,Separate house,14,11,9,3,2021,2,31802146701,25.29879984
93022,2,0,2,0,0,Separate house,14,11,11,3,2021,4,31802146701,25.29879984
93025,2,0,2,0,0,Separate house,14,11,9,3,2021,2,31802146701,25.29879984
93028,4,3,1,0,0,Separate house,14,11,12,3,2021,5,31802146701,38.1196772
93032,3,1,2,0,0,Separate house,14,11,11,3,2021,4,31802146701,30.44441848
93033,2,0,2,0,0,Separate house,14,11,12,3,2021,5,31802146701,25.29879984
93035,1,1,1,0,0,Separate house,14,11,9,3,2021,2,31802146701,23.17869001
93037,4,7,2,0,0,Separate house,14,11,11,3,2021,4,31802146701,38.1196772
93039,4,0,3,0,0,Separate house,14,11,8,3,2021,1,31802146701,38.1196772
93041,4,0,4,0,0,Separate house,14,11,10,3,2021,3,31802147118,38.1196772
93043,2,0,0,0,0,Separate house,14,11,12,3,2021,5,31802147118,25.29879984
93044,2,0,2,0,0,Separate house,14,11,8,3,2021,1,31802147118,25.29879984
93045,2,0,2,0,0,,14,11,9,3,2021,2,31802147118,25.29879984
93051,4,5,3,0,0,"Semi-detached house, terrace house, townhouse, etc.",14,11,10,3,2021,3,31802147118,38.1196772
93056,8,7,1,1,0,Separate house,14,11,10,3,2021,3,31802147118,51.10563103
93063,1,0,3,0,0,Separate house,14,11,12,3,2021,5,31802147118,23.17869001
93067,2,2,2,0,0,Separate house,14,11,11,3,2021,4,31802147118,25.29879984
93070,3,0,2,1,0,,14,11,9,3,2021,2,31802147402,30.44441848
93082,2,0,1,1,0,,14,11,11,3,2021,4,31802147402,25.29879984
93083,4,1,2,1,0,,14,11,12,3,2021,5,31802147402,38.1196772
93084,3,0,3,0,0,,14,11,8,3,2021,1,31802147402,30.44441848
93085,3,1,2,1,0,,14,11,9,3,2021,2,31802147402,30.44441848
93086,1,1,0,1,0,,14,11,10,3,2021,3,31802147402,23.17869001
93087,1,2,1,1,1,,14,11,11,3,2021,4,31802147402,23.17869001
93088,3,0,1,1,0,,14,11,12,3,2021,5,31802147402,30.44441848
93089,1,0,1,0,0,,14,11,8,3,2021,1,31802147402,23.17869001
93092,1,1,1,1,1,,14,11,11,3,2021,4,31802147402,23.17869001
93094,2,1,2,1,1,,14,11,8,3,2021,1,31802147402,25.29879984
93095,2,0,2,0,1,,14,11,9,3,2021,2,31802147402,25.29879984
93096,2,1,1,0,0,,14,11,10,3,2021,3,31802147402,25.29879984
93097,4,1,2,1,1,,14,11,11,3,2021,4,31802147402,38.1196772
93098,4,1,2,1,0,,14,11,12,3,2021,5,31802147402,38.1196772
93099,1,0,1,1,0,,14,11,8,3,2021,1,31802147402,23.17869001
93100,3,0,3,0,0,Separate house,14,11,9,3,2021,2,31802148211,30.44441848
93101,3,1,3,0,0,Separate house,14,11,10,3,2021,3,31802148211,30.44441848
93102,2,0,2,0,0,Separate house,14,11,11,3,2021,4,31802148211,25.29879984
93103,2,0,1,0,0,Separate house,14,11,12,3,2021,5,31802148211,25.29879984
93104,3,0,2,0,0,Separate house,14,11,8,3,2021,1,31802148211,30.44441848
93105,3,0,2,0,0,Separate house,14,11,9,3,2021,2,31802148211,30.44441848
93106,3,1,1,0,0,Separate house,14,11,10,3,2021,3,31802148211,30.44441848
93107,3,0,2,0,0,Separate house,14,11,11,3,2021,4,31802148211,30.44441848
93108,2,0,1,0,0,Separate house,14,11,12,3,2021,5,31802148211,25.29879984
93109,5,2,2,0,0,Separate house,14,11,8,3,2021,1,31802148211,51.10563103
93110,4,2,1,0,0,Separate house,14,11,9,3,2021,2,31802148211,38.1196772
93111,2,0,1,0,0,Separate house,14,11,10,3,2021,3,31802148211,25.29879984
93112,2,0,1,0,0,Separate house,14,11,11,3,2021,4,31802148211,25.29879984
93113,5,0,3,0,0,Separate house,14,11,12,3,2021,5,31802148211,51.10563103
93114,1,0,1,0,0,Separate house,14,11,8,3,2021,1,31802148211,23.17869001
93115,1,0,1,0,0,Separate house,14,11,9,3,2021,2,31802148211,23.17869001
93116,3,5,4,1,0,Separate house,14,11,10,3,2021,3,31802148211,30.44441848
93117,1,0,1,0,0,Separate house,14,11,11,3,2021,4,31802148211,23.17869001
93119,3,0,3,0,0,Separate house,14,11,8,3,2021,1,31802148211,30.44441848
93120,1,1,1,0,0,Separate house,14,11,9,3,2021,2,31802148211,23.17869001
93121,4,0,2,0,0,Separate house,14,11,10,3,2021,3,31802148211,38.1196772
93122,1,0,1,0,0,Separate house,14,11,11,3,2021,4,31802148211,23.17869001
93123,1,0,0,0,0,Separate house,14,11,12,3,2021,5,31802148211,23.17869001
93124,5,0,2,0,0,Separate house,14,11,8,3,2021,1,31802148211,51.10563103
93125,1,0,1,0,0,Separate house,14,11,9,3,2021,2,31802148211,23.17869001
93127,1,0,1,0,0,Separate house,14,11,11,3,2021,4,31802148211,23.17869001
93128,2,0,2,0,0,Separate house,14,11,12,3,2021,5,31802148211,25.29879984
93131,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",14,11,10,3,2021,3,31802148503,23.17869001
93132,1,0,2,0,0,Separate house,14,11,11,3,2021,4,31802148503,23.17869001
93133,3,0,2,0,0,Separate house,14,11,12,3,2021,5,31802148503,30.44441848
93134,3,1,2,0,0,Separate house,14,11,8,3,2021,1,31802148503,30.44441848
93136,2,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",14,11,10,3,2021,3,31802148503,25.29879984
93137,1,0,0,0,0,Separate house,14,11,11,3,2021,4,31802148503,23.17869001
93138,4,0,1,0,0,Separate house,14,11,12,3,2021,5,31802148503,38.1196772
93139,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",14,11,8,3,2021,1,31802148503,23.17869001
93143,1,0,0,0,0,"Semi-detached house, terrace house, townhouse, etc.",14,11,12,3,2021,5,31802148503,23.17869001
93144,3,0,2,0,0,Separate house,14,11,8,3,2021,1,31802148503,30.44441848
93145,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",14,11,9,3,2021,2,31802148503,23.17869001
93146,1,0,0,0,0,"Semi-detached house, terrace house, townhouse, etc.",14,11,10,3,2021,3,31802148503,23.17869001
93147,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",14,11,11,3,2021,4,31802148503,23.17869001
93151,2,0,2,0,0,"Semi-detached house, terrace house, townhouse, etc.",14,11,10,3,2021,3,31802148503,25.29879984
93153,3,3,2,0,0,Separate house,14,11,12,3,2021,5,31802148503,30.44441848
93154,1,0,0,0,0,"Semi-detached house, terrace house, townhouse, etc.",14,11,8,3,2021,1,31802148503,23.17869001
93155,2,1,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",14,11,9,3,2021,2,31802148503,25.29879984
93156,4,0,2,0,0,Separate house,14,11,10,3,2021,3,31802148503,38.1196772
93157,3,0,3,0,0,Separate house,14,11,11,3,2021,4,31802148503,30.44441848
93159,3,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",14,11,8,3,2021,1,31802148503,30.44441848
93220,1,3,1,0,0,,15,11,15,3,2021,1,31802147403,23.17869001
93224,1,1,1,0,0,,15,11,19,3,2021,5,31802147403,23.17869001
93225,2,2,2,0,0,,15,11,15,3,2021,1,31802147403,25.29879984
93227,2,1,2,1,0,,15,11,17,3,2021,3,31802147403,25.29879984
93231,1,1,1,1,1,,15,11,16,3,2021,2,31802147403,23.17869001
93232,1,1,1,0,0,,15,11,17,3,2021,3,31802147403,23.17869001
93235,4,1,1,1,1,,15,11,15,3,2021,1,31802147403,38.1196772
93236,1,0,1,0,1,,15,11,16,3,2021,2,31802147403,23.17869001
93237,3,0,2,1,0,,15,11,17,3,2021,3,31802147403,30.44441848
93240,3,0,2,0,0,,15,11,15,3,2021,1,31802147403,30.44441848
93241,1,0,1,1,1,,15,11,16,3,2021,2,31802147403,23.17869001
93242,2,0,2,1,0,,15,11,17,3,2021,3,31802147403,25.29879984
93243,2,1,1,1,0,,15,11,18,3,2021,4,31802147403,25.29879984
93246,2,0,1,0,0,,15,11,16,3,2021,2,31802147403,25.29879984
93247,2,1,2,1,1,,15,11,17,3,2021,3,31802147403,25.29879984
93249,1,1,1,0,0,,15,11,19,3,2021,5,31802147403,23.17869001
93250,1,1,1,0,0,,15,11,15,3,2021,1,31802147904,23.17869001
93251,1,0,1,1,0,,15,11,16,3,2021,2,31802147904,23.17869001
93252,1,0,1,0,0,,15,11,17,3,2021,3,31802147904,23.17869001
93254,1,0,1,1,0,,15,11,19,3,2021,5,31802147904,23.17869001
93257,2,0,1,0,0,,15,11,17,3,2021,3,31802147904,25.29879984
93258,1,0,1,0,0,,15,11,18,3,2021,4,31802147904,23.17869001
93262,2,0,2,0,2,,15,11,17,3,2021,3,31802147904,25.29879984
93265,1,0,1,0,0,,15,11,15,3,2021,1,31802147904,23.17869001
93268,2,2,1,0,0,,15,11,18,3,2021,4,31802147904,25.29879984
93276,1,0,0,0,0,,15,11,16,3,2021,2,31802147904,23.17869001
93278,2,0,2,0,0,,15,11,18,3,2021,4,31802147904,25.29879984
93281,2,0,1,0,0,Separate house,15,11,16,3,2021,2,31802147915,25.29879984
93285,1,1,0,0,0,"Semi-detached house, terrace house, townhouse, etc.",15,11,15,3,2021,1,31802147915,23.17869001
93286,1,0,1,0,0,Separate house,15,11,16,3,2021,2,31802147915,23.17869001
93289,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",15,11,19,3,2021,5,31802147915,23.17869001
93290,1,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",15,11,15,3,2021,1,31802147915,23.17869001
93291,2,0,1,0,0,Separate house,15,11,16,3,2021,2,31802147915,25.29879984
93296,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",15,11,16,3,2021,2,31802147915,23.17869001
93298,2,0,0,0,0,"Semi-detached house, terrace house, townhouse, etc.",15,11,18,3,2021,4,31802147915,25.29879984
93305,2,0,2,0,0,"Semi-detached house, terrace house, townhouse, etc.",15,11,15,3,2021,1,31802147915,25.29879984
93308,1,0,1,0,0,Separate house,15,11,18,3,2021,4,31802147915,23.17869001
93313,4,1,2,0,0,Separate house,15,11,18,3,2021,4,31802148234,38.1196772
93314,3,6,2,0,0,Separate house,15,11,19,3,2021,5,31802148234,30.44441848
93316,2,0,2,0,0,Separate house,15,11,16,3,2021,2,31802148234,25.29879984
93317,2,0,2,0,0,Separate house,15,11,17,3,2021,3,31802148234,25.29879984
93318,2,2,1,0,0,Separate house,15,11,18,3,2021,4,31802148234,25.29879984
93320,1,0,0,0,0,Separate house,15,11,15,3,2021,1,31802148234,23.17869001
93322,2,0,1,0,0,Separate house,15,11,17,3,2021,3,31802148234,25.29879984
93323,2,0,1,0,0,Separate house,15,11,18,3,2021,4,31802148234,25.29879984
93325,1,0,1,0,0,Separate house,15,11,15,3,2021,1,31802148234,23.17869001
93327,1,0,1,0,0,Separate house,15,11,17,3,2021,3,31802148234,23.17869001
93328,3,1,1,0,0,Separate house,15,11,18,3,2021,4,31802148234,30.44441848
93329,3,2,2,0,0,Separate house,15,11,19,3,2021,5,31802148234,30.44441848
93330,3,0,3,0,0,Separate house,15,11,15,3,2021,1,31802148234,30.44441848
93331,3,0,1,0,0,Separate house,15,11,16,3,2021,2,31802148234,30.44441848
93332,2,0,1,0,0,Separate house,15,11,17,3,2021,3,31802148234,25.29879984
93333,2,0,1,0,0,Separate house,15,11,18,3,2021,4,31802148234,25.29879984
93336,2,1,2,0,0,Separate house,15,11,16,3,2021,2,31802148234,25.29879984
93339,3,1,3,0,0,Separate house,15,11,19,3,2021,5,31802148234,30.44441848
93340,6,0,0,0,0,Separate house,16,11,23,3,2021,2,31802147607,51.10563103
93342,1,0,4,0,0,Separate house,16,11,25,3,2021,4,31802147607,23.17869001
93345,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",16,11,23,3,2021,2,31802147607,23.17869001
93347,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",16,11,25,3,2021,4,31802147607,23.17869001
93350,1,1,0,0,0,Separate house,16,11,23,3,2021,2,31802147607,23.17869001
93351,4,0,3,0,0,Separate house,16,11,24,3,2021,3,31802147607,38.1196772
93352,1,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",16,11,25,3,2021,4,31802147607,23.17869001
93354,1,1,1,0,0,Separate house,16,11,22,3,2021,1,31802147607,23.17869001
93357,2,0,1,0,0,Separate house,16,11,25,3,2021,4,31802147607,25.29879984
93358,1,0,0,0,0,"Semi-detached house, terrace house, townhouse, etc.",16,11,26,3,2021,5,31802147607,23.17869001
93359,2,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",16,11,22,3,2021,1,31802147607,25.29879984
93363,2,0,2,0,0,"Unit, flat, or apartment (less than 4 storeys)",16,11,26,3,2021,5,31802147607,25.29879984
93364,1,1,0,0,0,"Unit, flat, or apartment (less than 4 storeys)",16,11,22,3,2021,1,31802147607,23.17869001
93366,1,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",16,11,24,3,2021,3,31802147607,23.17869001
93368,3,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",16,11,26,3,2021,5,31802147607,30.44441848
93373,4,0,1,0,0,Separate house,16,11,26,3,2021,5,31802148403,38.1196772
93378,4,1,2,0,0,Separate house,16,11,26,3,2021,5,31802148403,38.1196772
93379,2,0,2,0,0,Separate house,16,11,22,3,2021,1,31802148403,25.29879984
93382,2,0,1,0,0,Separate house,16,11,25,3,2021,4,31802148403,25.29879984
93385,2,0,2,0,0,Separate house,16,11,23,3,2021,2,31802148403,25.29879984
93386,2,0,3,0,0,Separate house,16,11,24,3,2021,3,31802148403,25.29879984
93387,2,0,2,0,0,Separate house,16,11,25,3,2021,4,31802148403,25.29879984
93389,2,2,2,0,0,,16,11,22,3,2021,1,31802148403,25.29879984
93394,2,0,2,0,0,Separate house,16,11,22,3,2021,1,31802148403,25.29879984
93395,2,3,3,0,0,Separate house,16,11,23,3,2021,2,31802148403,25.29879984
93397,3,3,1,0,0,Separate house,16,11,25,3,2021,4,31802148403,30.44441848
93400,2,0,2,0,0,Separate house,16,11,23,3,2021,2,31802148601,25.29879984
93401,1,0,1,0,0,Separate house,16,11,24,3,2021,3,31802148601,23.17869001
93402,1,0,1,0,0,Separate house,16,11,25,3,2021,4,31802148601,23.17869001
93403,2,0,2,0,0,Separate house,16,11,26,3,2021,5,31802148601,25.29879984
93404,5,2,2,0,0,Separate house,16,11,22,3,2021,1,31802148601,51.10563103
93406,2,0,2,0,0,Separate house,16,11,24,3,2021,3,31802148601,25.29879984
93407,3,0,2,0,0,Separate house,16,11,25,3,2021,4,31802148601,30.44441848
93408,2,0,1,0,0,Separate house,16,11,26,3,2021,5,31802148601,25.29879984
93409,2,0,2,0,0,Separate house,16,11,22,3,2021,1,31802148601,25.29879984
93410,1,0,1,0,0,Separate house,16,11,23,3,2021,2,31802148601,23.17869001
93416,2,0,1,0,0,Separate house,16,11,24,3,2021,3,31802148601,25.29879984
93420,3,3,2,0,0,Separate house,16,11,23,3,2021,2,31802148601,30.44441848
93421,3,1,2,0,0,Separate house,16,11,24,3,2021,3,31802148601,30.44441848
93422,1,1,1,0,0,Separate house,16,11,25,3,2021,4,31802148601,23.17869001
93423,1,1,1,0,0,Separate house,16,11,26,3,2021,5,31802148601,23.17869001
93424,5,3,1,0,0,Separate house,16,11,22,3,2021,1,31802148601,51.10563103
93425,1,0,1,0,0,Separate house,16,11,23,3,2021,2,31802148601,23.17869001
93426,2,0,2,0,0,Separate house,16,11,24,3,2021,3,31802148601,25.29879984
93428,2,0,2,0,0,Separate house,16,11,26,3,2021,5,31802148601,25.29879984
93429,2,0,1,0,0,Separate house,16,11,22,3,2021,1,31802148601,25.29879984
93430,2,1,2,1,1,,16,11,23,3,2021,2,31802149111,25.29879984
93436,1,0,1,0,0,,16,11,24,3,2021,3,31802149111,23.17869001
93438,5,0,2,0,0,,16,11,26,3,2021,5,31802149111,51.10563103
93439,2,1,2,1,0,,16,11,22,3,2021,1,31802149111,25.29879984
93440,1,0,1,0,0,,16,11,23,3,2021,2,31802149111,23.17869001
93447,1,1,1,1,1,,16,11,25,3,2021,4,31802149111,23.17869001
93448,2,1,2,0,1,,16,11,26,3,2021,5,31802149111,25.29879984
93449,1,0,1,0,0,,16,11,22,3,2021,1,31802149111,23.17869001
93450,3,1,2,0,0,,16,11,23,3,2021,2,31802149111,30.44441848
93456,2,1,2,0,0,,16,11,24,3,2021,3,31802149111,25.29879984
93459,1,1,1,1,0,,16,11,22,3,2021,1,31802149111,23.17869001
93463,3,2,2,0,0,,16,11,26,3,2021,5,31802149117,30.44441848
93467,2,0,1,0,0,,16,11,25,3,2021,4,31802149117,25.29879984
93472,2,0,2,0,0,,16,11,25,3,2021,4,31802149117,25.29879984
93474,2,1,2,1,0,,16,11,22,3,2021,1,31802149117,25.29879984
93477,1,1,1,0,0,,16,11,25,3,2021,4,31802149117,23.17869001
93480,1,0,1,0,0,,16,11,23,3,2021,2,31802149117,23.17869001
93481,2,1,2,0,0,,16,11,24,3,2021,3,31802149117,25.29879984
93483,2,0,1,0,0,,16,11,26,3,2021,5,31802149117,25.29879984
93485,4,2,2,0,0,,16,11,23,3,2021,2,31802149117,38.1196772
93488,1,0,0,0,0,,16,11,26,3,2021,5,31802149117,23.17869001
93493,3,1,1,0,0,Separate house,17,11,27,4,2021,2,31802146712,30.44441848
93494,2,0,2,0,0,Separate house,17,11,28,4,2021,3,31802146712,25.29879984
93497,2,2,2,0,0,Separate house,17,11,27,4,2021,2,31802146712,25.29879984
93498,5,3,2,0,0,Separate house,17,11,28,4,2021,3,31802146712,51.10563103
93499,2,0,3,0,0,Separate house,17,11,29,4,2021,4,31802146712,25.29879984
93503,1,0,2,0,0,Separate house,17,11,29,4,2021,4,31802146712,23.17869001
93504,3,1,1,0,0,Separate house,17,11,30,4,2021,5,31802146712,30.44441848
93505,1,0,1,0,0,Separate house,17,11,27,4,2021,2,31802146712,23.17869001
93506,2,0,1,0,0,Separate house,17,11,28,4,2021,3,31802146712,25.29879984
93507,1,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",17,11,29,4,2021,4,31802146712,23.17869001
93510,1,0,2,0,0,Separate house,17,11,28,4,2021,3,31802146712,23.17869001
93511,1,0,1,0,0,Separate house,17,11,29,4,2021,4,31802146712,23.17869001
93513,2,0,1,0,0,Separate house,17,11,27,4,2021,2,31802146712,25.29879984
93515,1,1,1,0,0,Separate house,17,11,29,4,2021,4,31802146712,23.17869001
93517,2,0,3,0,0,Separate house,17,11,27,4,2021,2,31802146712,25.29879984
93518,2,0,1,0,0,Separate house,17,11,28,4,2021,3,31802146712,25.29879984
93519,3,6,3,0,0,Separate house,17,11,29,4,2021,4,31802146712,30.44441848
93521,4,4,2,0,0,Separate house,17,11,27,4,2021,2,31802158244,38.1196772
93523,1,0,1,0,0,"Unit, flat, or apartment (4 or more storeys)",17,11,29,4,2021,4,31802158244,23.17869001
93525,3,1,3,0,0,Separate house,17,11,27,4,2021,2,31802158244,30.44441848
93528,3,1,2,0,0,Separate house,17,11,30,4,2021,5,31802158244,30.44441848
93529,2,0,1,0,0,Separate house,17,11,27,4,2021,2,31802158244,25.29879984
93531,2,0,1,0,0,Separate house,17,11,29,4,2021,4,31802158244,25.29879984
93533,2,1,2,0,0,Separate house,17,11,27,4,2021,2,31802158244,25.29879984
93534,2,0,1,0,0,Separate house,17,11,28,4,2021,3,31802158244,25.29879984
93535,1,0,1,0,0,Separate house,17,11,29,4,2021,4,31802158244,23.17869001
93537,1,0,1,0,0,Separate house,17,11,27,4,2021,2,31802158244,23.17869001
93538,2,0,2,0,0,Separate house,17,11,28,4,2021,3,31802158244,25.29879984
93539,4,2,3,0,0,Separate house,17,11,29,4,2021,4,31802158244,38.1196772
93540,1,0,1,0,0,Separate house,17,11,30,4,2021,5,31802158244,23.17869001
93541,3,0,2,0,0,Separate house,17,11,27,4,2021,2,31802158244,30.44441848
93542,2,0,2,0,0,Separate house,17,11,28,4,2021,3,31802158244,25.29879984
93543,2,1,1,0,0,Separate house,17,11,29,4,2021,4,31802158244,25.29879984
93544,3,2,2,0,0,Separate house,17,11,30,4,2021,5,31802158244,30.44441848
93546,1,0,1,0,0,Separate house,17,11,28,4,2021,3,31802158244,23.17869001
93547,5,0,2,0,0,Separate house,17,11,29,4,2021,4,31802158244,51.10563103
93548,3,2,1,0,0,Separate house,17,11,30,4,2021,5,31802158244,30.44441848
93549,2,0,2,0,0,Separate house,17,11,27,4,2021,2,31802158244,25.29879984
93553,3,0,1,0,0,Separate house,17,11,27,4,2021,2,31802148026,30.44441848
93555,2,0,1,0,0,Separate house,17,11,29,4,2021,4,31802148026,25.29879984
93556,4,2,1,0,0,Separate house,17,11,30,4,2021,5,31802148026,38.1196772
93557,3,0,2,0,0,Separate house,17,11,27,4,2021,2,31802148026,30.44441848
93559,3,1,3,0,0,Separate house,17,11,29,4,2021,4,31802148026,30.44441848
93563,1,0,1,0,0,Separate house,17,11,29,4,2021,4,31802148026,23.17869001
93564,3,0,2,0,0,Separate house,17,11,30,4,2021,5,31802148026,30.44441848
93567,2,0,1,0,0,Separate house,17,11,29,4,2021,4,31802148026,25.29879984
93570,2,0,2,0,0,Separate house,17,11,28,4,2021,3,31802148026,25.29879984
93571,6,0,1,0,0,Separate house,17,11,29,4,2021,4,31802148026,51.10563103
93573,3,0,3,0,0,Separate house,17,11,27,4,2021,2,31802148026,30.44441848
93577,3,1,1,0,1,Separate house,17,11,27,4,2021,2,31802148026,30.44441848
93579,4,1,2,0,0,Separate house,17,11,29,4,2021,4,31802148026,38.1196772
93580,1,0,1,0,0,Separate house,17,11,30,4,2021,5,31802148123,23.17869001
93583,4,1,3,0,0,Separate house,17,11,29,4,2021,4,31802148123,38.1196772
93585,2,0,2,0,0,Separate house,17,11,27,4,2021,2,31802148123,25.29879984
93591,4,3,0,0,0,Separate house,17,11,29,4,2021,4,31802148123,38.1196772
93594,4,0,0,0,0,Separate house,17,11,28,4,2021,3,31802148123,38.1196772
93596,2,0,1,0,0,Separate house,17,11,30,4,2021,5,31802148123,25.29879984
93597,8,0,2,0,0,Separate house,17,11,27,4,2021,2,31802148123,51.10563103
93599,1,0,2,0,0,Separate house,17,11,29,4,2021,4,31802148123,23.17869001
93600,2,0,1,0,0,Separate house,17,11,30,4,2021,5,31802148123,25.29879984
93607,2,1,1,0,0,Separate house,17,11,29,4,2021,4,31802148123,25.29879984
93608,1,0,0,0,0,Separate house,17,11,30,4,2021,5,31802148123,23.17869001
93609,2,0,1,0,0,Separate house,17,11,27,4,2021,2,31802148123,25.29879984
93610,1,0,2,0,0,Separate house,17,11,28,4,2021,3,31802148423,23.17869001
93611,4,2,2,1,0,Separate house,17,11,29,4,2021,4,31802148423,38.1196772
93612,1,0,1,0,0,Separate house,17,11,30,4,2021,5,31802148423,23.17869001
93613,1,0,2,0,0,Separate house,17,11,27,4,2021,2,31802148423,23.17869001
93614,2,0,1,0,0,Separate house,17,11,28,4,2021,3,31802148423,25.29879984
93615,2,0,2,0,0,Separate house,17,11,29,4,2021,4,31802148423,25.29879984
93616,1,0,1,0,0,Separate house,17,11,30,4,2021,5,31802148423,23.17869001
93617,2,0,2,0,0,Separate house,17,11,27,4,2021,2,31802148423,25.29879984
93618,1,1,1,0,0,Separate house,17,11,28,4,2021,3,31802148423,23.17869001
93622,1,0,1,0,0,Separate house,17,11,28,4,2021,3,31802148423,23.17869001
93623,2,0,4,0,0,Separate house,17,11,29,4,2021,4,31802148423,25.29879984
93624,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",17,11,30,4,2021,5,31802148423,23.17869001
93625,5,5,2,0,0,Separate house,17,11,27,4,2021,2,31802148423,51.10563103
93626,1,0,0,0,0,Separate house,17,11,28,4,2021,3,31802148423,23.17869001
93627,2,0,1,0,0,Separate house,17,11,29,4,2021,4,31802148423,25.29879984
93629,1,0,0,0,0,Separate house,17,11,27,4,2021,2,31802148423,23.17869001
93631,2,0,1,0,0,Separate house,17,11,29,4,2021,4,31802148423,25.29879984
93632,2,0,2,0,0,Separate house,17,11,30,4,2021,5,31802148423,25.29879984
93635,2,0,1,0,0,Separate house,17,11,29,4,2021,4,31802148423,25.29879984
93637,1,1,2,0,0,Separate house,17,11,27,4,2021,2,31802148423,23.17869001
93638,2,0,1,0,0,Separate house,17,11,28,4,2021,3,31802148423,25.29879984
93639,2,1,1,0,0,Separate house,17,11,29,4,2021,4,31802148423,25.29879984
93652,2,0,2,0,0,,18,11,5,5,2021,3,31802147409,25.29879984
93661,2,0,2,0,0,,18,11,6,5,2021,4,31802147409,25.29879984
93669,4,2,2,0,0,,18,11,6,5,2021,4,31802147409,38.1196772
93670,2,2,1,1,0,,18,11,7,5,2021,5,31802147505,25.29879984
93671,2,1,2,1,0,,18,11,4,5,2021,2,31802147505,25.29879984
93672,1,0,1,2,1,,18,11,5,5,2021,3,31802147505,23.17869001
93679,1,1,1,0,1,,18,11,4,5,2021,2,31802147505,23.17869001
93681,3,0,2,1,1,,18,11,6,5,2021,4,31802147505,30.44441848
93683,1,1,0,1,1,,18,11,4,5,2021,2,31802147505,23.17869001
