HHID,HHSIZE,BIKES,HHVEH,EBIKES,ESCOOTER,DWELLTYPE,SURVEYWEEK,STRATA_LGA,TRAVDATE,TRAVMONTH,TRAVYEAR,TRAVDOW,HOME_SA1_2021,HHWGT_20
91179,1,0,0,0,0,Separate house,3,11,27,10,2020,2,31802149002,23.17869001
91181,1,0,1,0,0,Separate house,3,11,29,10,2020,4,31802149016,23.17869001
91182,3,3,2,0,0,"Unit, flat, or apartment (less than 4 storeys)",3,11,30,10,2020,5,31802149016,30.44441848
91186,1,0,1,0,0,,3,11,29,10,2020,4,31802149016,23.17869001
91189,2,0,2,0,4,Separate house,3,11,27,10,2020,2,31802149016,25.29879984
91194,3,3,2,0,0,Separate house,3,11,27,10,2020,2,31802149016,30.44441848
91197,1,1,0,0,0,"Unit, flat, or apartment (less than 4 storeys)",3,11,30,10,2020,5,31802149016,23.17869001
91198,2,1,0,0,0,"Unit, flat, or apartment (less than 4 storeys)",3,11,26,10,2020,1,31802149016,25.29879984
91200,3,3,3,0,0,"Semi-detached house, terrace house, townhouse, etc.",3,11,28,10,2020,3,31802149016,30.44441848
91205,2,0,2,0,0,Separate house,3,11,28,10,2020,3,31802149016,25.29879984
91207,1,0,2,0,0,Separate house,3,11,30,10,2020,5,31802149016,23.17869001
91212,4,4,3,0,0,,4,11,4,11,2020,3,31802146828,38.1196772
91215,1,2,3,0,0,,4,11,2,11,2020,1,31802146828,23.17869001
91216,2,0,1,0,0,,4,11,3,11,2020,2,31802146828,25.29879984
91219,2,2,2,0,0,,4,11,6,11,2020,5,31802146828,25.29879984
91220,4,7,2,0,0,,4,11,2,11,2020,1,31802146828,38.1196772
91221,4,2,2,0,0,,4,11,3,11,2020,2,31802146828,38.1196772
91222,1,0,1,0,0,,4,11,4,11,2020,3,31802146828,23.17869001
91223,4,3,2,0,0,,4,11,5,11,2020,4,31802146828,38.1196772
91225,4,4,2,0,0,,4,11,2,11,2020,1,31802146828,38.1196772
91227,3,0,2,0,0,,4,11,4,11,2020,3,31802146828,30.44441848
91228,2,0,2,0,0,,4,11,5,11,2020,4,31802146828,25.29879984
91231,2,0,2,0,0,,4,11,3,11,2020,2,31802146828,25.29879984
91235,3,2,2,0,0,,4,11,2,11,2020,1,31802146828,30.44441848
91236,1,0,1,0,0,,4,11,3,11,2020,2,31802146828,23.17869001
91238,3,3,2,0,0,,4,11,5,11,2020,4,31802146828,30.44441848
91239,2,0,2,0,0,,4,11,6,11,2020,5,31802146828,25.29879984
91242,2,0,2,0,0,Separate house,4,11,4,11,2020,3,31802147212,25.29879984
91244,1,0,1,0,0,,4,11,6,11,2020,5,31802147212,23.17869001
91248,1,0,2,0,0,Separate house,4,11,5,11,2020,4,31802147212,23.17869001
91249,1,2,1,0,0,Separate house,4,11,6,11,2020,5,31802147212,23.17869001
91250,1,0,1,0,0,Separate house,4,11,2,11,2020,1,31802147212,23.17869001
91258,2,5,2,0,0,Separate house,4,11,5,11,2020,4,31802147212,25.29879984
91259,3,0,3,0,0,Separate house,4,11,6,11,2020,5,31802147212,30.44441848
91260,2,0,1,0,0,Separate house,4,11,2,11,2020,1,31802147212,25.29879984
91263,2,0,1,0,0,Separate house,4,11,5,11,2020,4,31802147212,25.29879984
91264,5,0,2,0,0,,4,11,6,11,2020,5,31802147212,51.10563103
91266,2,0,2,0,0,Separate house,4,11,3,11,2020,2,31802147212,25.29879984
91267,2,1,2,0,0,Separate house,4,11,4,11,2020,3,31802147212,25.29879984
91272,2,0,1,0,0,Separate house,4,11,4,11,2020,3,31802158315,25.29879984
91273,2,0,1,0,0,Separate house,4,11,5,11,2020,4,31802158315,25.29879984
91274,4,1,3,0,0,Separate house,4,11,6,11,2020,5,31802158315,38.1196772
91275,2,0,1,0,0,Separate house,4,11,2,11,2020,1,31802158315,25.29879984
91280,2,1,1,0,0,Separate house,4,11,2,11,2020,1,31802158315,25.29879984
91281,1,1,1,0,0,Separate house,4,11,3,11,2020,2,31802158315,23.17869001
91282,1,0,1,0,0,Separate house,4,11,4,11,2020,3,31802158315,23.17869001
91284,5,3,1,0,0,Separate house,4,11,6,11,2020,5,31802158315,51.10563103
91285,5,2,3,0,0,Separate house,4,11,2,11,2020,1,31802158315,51.10563103
91286,3,1,2,0,0,Separate house,4,11,3,11,2020,2,31802158315,30.44441848
91287,4,0,1,0,0,Separate house,4,11,4,11,2020,3,31802158315,38.1196772
91291,1,0,1,0,0,Separate house,4,11,3,11,2020,2,31802158315,23.17869001
91293,3,0,3,0,0,Separate house,4,11,5,11,2020,4,31802158315,30.44441848
91294,3,1,1,0,0,Separate house,4,11,6,11,2020,5,31802158315,30.44441848
91297,3,0,2,0,0,Separate house,4,11,4,11,2020,3,31802158315,30.44441848
91298,2,0,1,0,0,Separate house,4,11,5,11,2020,4,31802158315,25.29879984
91299,3,1,1,0,0,Separate house,4,11,6,11,2020,5,31802158315,30.44441848
91315,2,0,1,0,0,Separate house,4,11,2,11,2020,1,31802147609,25.29879984
91317,3,1,2,0,0,Separate house,4,11,4,11,2020,3,31802147609,30.44441848
91321,2,2,2,0,0,Separate house,4,11,3,11,2020,2,31802147609,25.29879984
91322,2,0,2,0,0,Separate house,4,11,4,11,2020,3,31802147609,25.29879984
91326,3,0,1,0,0,Separate house,4,11,3,11,2020,2,31802147609,30.44441848
91331,1,0,1,0,0,Separate house,4,11,3,11,2020,2,31802147707,23.17869001
91332,1,0,1,0,0,Separate house,4,11,4,11,2020,3,31802147707,23.17869001
91333,4,0,3,0,0,Separate house,4,11,5,11,2020,4,31802147707,38.1196772
91336,1,1,1,0,0,Separate house,4,11,3,11,2020,2,31802147707,23.17869001
91338,2,0,2,0,0,Separate house,4,11,5,11,2020,4,31802147707,25.29879984
91340,2,0,1,0,0,Separate house,4,11,2,11,2020,1,31802147707,25.29879984
91342,1,0,2,0,0,Separate house,4,11,4,11,2020,3,31802147707,23.17869001
91343,1,0,1,0,0,Separate house,4,11,5,11,2020,4,31802147707,23.17869001
91344,5,4,1,0,0,Separate house,4,11,6,11,2020,5,31802147707,51.10563103
91345,1,0,2,1,0,Separate house,4,11,2,11,2020,1,31802147707,23.17869001
91347,2,0,1,0,0,Separate house,4,11,4,11,2020,3,31802147707,25.29879984
91348,4,0,1,0,0,Separate house,4,11,5,11,2020,4,31802147707,38.1196772
91351,2,0,1,0,0,Separate house,4,11,3,11,2020,2,31802147707,25.29879984
91352,1,0,2,0,0,Separate house,4,11,4,11,2020,3,31802147707,23.17869001
91353,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",4,11,5,11,2020,4,31802147707,23.17869001
91354,2,0,1,0,0,Separate house,4,11,6,11,2020,5,31802147707,25.29879984
91355,2,2,2,0,0,Separate house,4,11,2,11,2020,1,31802147707,25.29879984
91357,1,0,1,0,0,Separate house,4,11,4,11,2020,3,31802147707,23.17869001
91358,2,0,1,0,0,Separate house,4,11,5,11,2020,4,31802147707,25.29879984
91359,1,0,1,0,0,Separate house,4,11,6,11,2020,5,31802147707,23.17869001
91363,5,7,1,0,0,Separate house,4,11,5,11,2020,4,31802148232,51.10563103
91364,2,0,2,0,0,Separate house,4,11,6,11,2020,5,31802148232,25.29879984
91375,1,1,1,0,0,Separate house,4,11,2,11,2020,1,31802148232,23.17869001
91384,4,4,2,0,0,Separate house,4,11,6,11,2020,5,31802148232,38.1196772
91390,1,0,1,0,0,Separate house,5,11,9,11,2020,1,31802147021,23.17869001
91392,2,0,2,0,0,Separate house,5,11,11,11,2020,3,31802147021,25.29879984
91393,4,2,2,0,0,Separate house,5,11,12,11,2020,4,31802147021,38.1196772
91397,1,0,1,0,0,Separate house,5,11,11,11,2020,3,31802147021,23.17869001
91399,4,0,4,0,0,Separate house,5,11,13,11,2020,5,31802147021,38.1196772
91400,2,1,2,0,0,Separate house,5,11,9,11,2020,1,31802147021,25.29879984
91402,2,2,1,0,0,Separate house,5,11,11,11,2020,3,31802147021,25.29879984
91403,5,0,3,0,0,Separate house,5,11,12,11,2020,4,31802147021,51.10563103
91405,4,3,2,0,10,Separate house,5,11,9,11,2020,1,31802147021,38.1196772
91406,3,0,2,0,0,Separate house,5,11,10,11,2020,2,31802147021,30.44441848
91411,4,2,1,0,0,Separate house,5,11,10,11,2020,2,31802147021,38.1196772
91412,2,1,1,0,0,Separate house,5,11,11,11,2020,3,31802147021,25.29879984
91415,1,0,2,0,0,Separate house,5,11,9,11,2020,1,31802147021,23.17869001
91417,4,4,2,0,0,Separate house,5,11,11,11,2020,3,31802147021,38.1196772
91418,3,2,3,0,0,Separate house,5,11,12,11,2020,4,31802147021,30.44441848
91419,4,4,2,0,0,Separate house,5,11,13,11,2020,5,31802147021,38.1196772
91420,1,0,1,0,0,Separate house,5,11,9,11,2020,1,31802147120,23.17869001
91422,1,0,1,0,0,Separate house,5,11,11,11,2020,3,31802147120,23.17869001
91426,2,0,1,0,0,Separate house,5,11,10,11,2020,2,31802147120,25.29879984
91427,4,4,3,0,0,Separate house,5,11,11,11,2020,3,31802147120,38.1196772
91431,1,0,1,0,0,Separate house,5,11,10,11,2020,2,31802147120,23.17869001
91434,2,1,2,0,0,Separate house,5,11,13,11,2020,5,31802147120,25.29879984
91435,3,1,4,0,0,Separate house,5,11,9,11,2020,1,31802147120,30.44441848
91437,2,2,3,0,0,Separate house,5,11,11,11,2020,3,31802147120,25.29879984
91438,1,0,3,0,0,Separate house,5,11,12,11,2020,4,31802147120,23.17869001
91439,2,0,2,0,0,Separate house,5,11,13,11,2020,5,31802147120,25.29879984
91442,1,1,1,0,0,Separate house,5,11,11,11,2020,3,31802147120,23.17869001
91449,3,0,3,0,0,Separate house,5,11,13,11,2020,5,31802147120,30.44441848
91450,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",5,11,9,11,2020,1,31802147610,23.17869001
91451,2,0,2,0,0,Separate house,5,11,10,11,2020,2,31802147610,25.29879984
91452,3,1,1,0,0,Separate house,5,11,11,11,2020,3,31802147610,30.44441848
91455,2,0,0,0,0,Separate house,5,11,9,11,2020,1,31802147610,25.29879984
91456,3,0,2,0,0,Separate house,5,11,10,11,2020,2,31802147610,30.44441848
91461,2,0,0,0,0,Separate house,5,11,10,11,2020,2,31802147610,25.29879984
91462,2,0,1,0,0,Separate house,5,11,11,11,2020,3,31802147610,25.29879984
91464,2,0,1,0,0,Separate house,5,11,13,11,2020,5,31802147610,25.29879984
91468,1,0,0,0,0,Separate house,5,11,12,11,2020,4,31802147610,23.17869001
91469,5,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",5,11,13,11,2020,5,31802147610,51.10563103
91470,2,0,1,0,0,Separate house,5,11,9,11,2020,1,31802147610,25.29879984
91472,1,0,1,0,0,Separate house,5,11,11,11,2020,3,31802147610,23.17869001
91473,1,0,1,0,0,Separate house,5,11,12,11,2020,4,31802147610,23.17869001
91474,1,0,1,0,0,Separate house,5,11,13,11,2020,5,31802147610,23.17869001
91476,3,0,0,0,0,Separate house,5,11,10,11,2020,2,31802147610,30.44441848
91478,2,0,0,0,0,Separate house,5,11,12,11,2020,4,31802147610,25.29879984
91494,2,0,2,0,0,Separate house,5,11,13,11,2020,5,31802147905,25.29879984
91501,2,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",5,11,10,11,2020,2,31802147905,25.29879984
91503,3,0,1,0,0,Separate house,5,11,12,11,2020,4,31802147905,30.44441848
91504,1,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",5,11,13,11,2020,5,31802147905,23.17869001
91505,1,0,1,0,0,Separate house,5,11,9,11,2020,1,31802147905,23.17869001
91508,4,4,5,0,0,Separate house,5,11,12,11,2020,4,31802147905,38.1196772
91510,2,0,2,0,0,Separate house,5,11,9,11,2020,1,31802148005,25.29879984
91515,2,0,2,0,0,Separate house,5,11,9,11,2020,1,31802148005,25.29879984
91519,5,0,5,0,0,Separate house,5,11,13,11,2020,5,31802148005,51.10563103
91520,2,0,2,0,0,Separate house,5,11,9,11,2020,1,31802148005,25.29879984
91526,1,0,1,0,0,Separate house,5,11,10,11,2020,2,31802148005,23.17869001
91530,2,0,2,0,0,Separate house,5,11,9,11,2020,1,31802148005,25.29879984
91531,2,0,2,0,0,Separate house,5,11,10,11,2020,2,31802148005,25.29879984
91535,1,1,2,0,0,Separate house,5,11,9,11,2020,1,31802148005,23.17869001
91537,3,1,2,0,0,Separate house,5,11,11,11,2020,3,31802148005,30.44441848
91539,2,0,1,0,1,Separate house,5,11,13,11,2020,5,31802148005,25.29879984
91543,2,0,2,0,0,,5,11,12,11,2020,4,31802148219,25.29879984
91544,2,0,2,0,0,,5,11,13,11,2020,5,31802148219,25.29879984
91546,3,3,4,0,0,,5,11,10,11,2020,2,31802148219,30.44441848
91550,3,0,2,0,0,,5,11,9,11,2020,1,31802148219,30.44441848
91551,1,0,1,0,0,,5,11,10,11,2020,2,31802148219,23.17869001
91556,5,2,2,0,0,,5,11,10,11,2020,2,31802148219,51.10563103
91558,1,0,1,0,0,,5,11,12,11,2020,4,31802148219,23.17869001
91559,4,2,4,0,0,,5,11,13,11,2020,5,31802148219,38.1196772
91563,1,1,1,0,0,,5,11,12,11,2020,4,31802148219,23.17869001
91564,1,0,1,0,0,,5,11,13,11,2020,5,31802148219,23.17869001
91566,2,0,1,0,0,,5,11,10,11,2020,2,31802148219,25.29879984
91569,4,2,1,0,0,,5,11,13,11,2020,5,31802148219,38.1196772
91570,2,0,1,0,0,,6,11,18,11,2020,3,31802146819,25.29879984
91574,3,0,3,0,0,,6,11,17,11,2020,2,31802146819,30.44441848
91580,2,3,2,0,0,,6,11,18,11,2020,3,31802146819,25.29879984
91581,2,2,2,0,0,,6,11,19,11,2020,4,31802146819,25.29879984
91582,3,4,2,0,0,,6,11,20,11,2020,5,31802146819,30.44441848
91583,4,1,2,0,0,,6,11,16,11,2020,1,31802146819,38.1196772
91584,5,2,4,0,0,,6,11,17,11,2020,2,31802146819,51.10563103
91586,4,2,2,0,0,,6,11,19,11,2020,4,31802146819,38.1196772
91588,5,0,3,0,0,,6,11,16,11,2020,1,31802146819,51.10563103
91590,2,4,2,0,0,,6,11,18,11,2020,3,31802146819,25.29879984
91593,2,0,2,0,0,,6,11,16,11,2020,1,31802146819,25.29879984
91595,5,3,2,0,0,,6,11,18,11,2020,3,31802146819,51.10563103
91596,4,6,1,0,0,,6,11,19,11,2020,4,31802146819,38.1196772
91597,3,2,3,0,0,,6,11,20,11,2020,5,31802146819,30.44441848
91598,2,2,1,0,0,,6,11,16,11,2020,1,31802146819,25.29879984
91599,2,0,2,0,0,,6,11,17,11,2020,2,31802146819,25.29879984
91601,2,0,1,0,0,Separate house,6,11,19,11,2020,4,31802146905,25.29879984
91602,3,1,3,0,0,Separate house,6,11,20,11,2020,5,31802146905,30.44441848
91604,3,2,3,0,0,Separate house,6,11,17,11,2020,2,31802146905,30.44441848
91609,1,0,1,0,0,Separate house,6,11,17,11,2020,2,31802146905,23.17869001
91610,3,2,3,0,0,Separate house,6,11,18,11,2020,3,31802146905,30.44441848
91612,3,5,1,0,0,Separate house,6,11,20,11,2020,5,31802146905,30.44441848
91613,2,2,2,0,0,Separate house,6,11,16,11,2020,1,31802146905,25.29879984
91614,2,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",6,11,17,11,2020,2,31802146905,25.29879984
91617,2,3,2,0,0,"Semi-detached house, terrace house, townhouse, etc.",6,11,20,11,2020,5,31802146905,25.29879984
91618,2,0,2,0,0,Separate house,6,11,16,11,2020,1,31802146905,25.29879984
91619,1,0,0,0,0,Separate house,6,11,17,11,2020,2,31802146905,23.17869001
91622,1,0,1,0,0,Separate house,6,11,20,11,2020,5,31802146905,23.17869001
91623,2,0,2,0,0,Separate house,6,11,16,11,2020,1,31802146905,25.29879984
91624,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",6,11,17,11,2020,2,31802146905,23.17869001
91625,1,0,1,0,0,Separate house,6,11,18,11,2020,3,31802146905,23.17869001
91628,3,0,1,0,1,Separate house,6,11,16,11,2020,1,31802146905,30.44441848
91632,2,0,3,0,0,,6,11,20,11,2020,5,31802147110,25.29879984
91638,3,0,0,0,0,,6,11,16,11,2020,1,31802147110,30.44441848
91639,2,0,2,0,0,Separate house,6,11,17,11,2020,2,31802147110,25.29879984
91640,1,0,1,0,0,Separate house,6,11,18,11,2020,3,31802147110,23.17869001
91641,1,0,2,0,0,Separate house,6,11,19,11,2020,4,31802147110,23.17869001
91644,2,0,2,0,0,,6,11,17,11,2020,2,31802147110,25.29879984
91645,1,0,1,0,0,Separate house,6,11,18,11,2020,3,31802147110,23.17869001
91646,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",6,11,19,11,2020,4,31802147110,23.17869001
91654,1,3,1,0,0,Separate house,6,11,17,11,2020,2,31802147110,23.17869001
91660,5,0,2,0,0,Separate house,6,11,18,11,2020,3,31802158206,51.10563103
91661,3,1,2,0,0,Separate house,6,11,19,11,2020,4,31802158245,30.44441848
91664,1,0,1,0,0,Separate house,6,11,17,11,2020,2,31802158231,23.17869001
91665,4,0,2,0,0,Separate house,6,11,18,11,2020,3,31802158206,38.1196772
91666,1,0,1,0,0,Separate house,6,11,19,11,2020,4,31802158242,23.17869001
91667,2,2,2,0,0,Separate house,6,11,20,11,2020,5,31802158206,25.29879984
91668,3,0,1,0,0,Separate house,6,11,16,11,2020,1,31802158242,30.44441848
91669,5,7,3,0,0,Separate house,6,11,17,11,2020,2,31802158206,51.10563103
91670,3,0,1,0,0,Separate house,6,11,18,11,2020,3,31802158231,30.44441848
91671,2,1,1,0,0,Separate house,6,11,19,11,2020,4,31802158231,25.29879984
91672,5,4,2,0,0,Separate house,6,11,20,11,2020,5,31802158231,51.10563103
91673,3,2,2,0,0,Separate house,6,11,16,11,2020,1,31802158245,30.44441848
91674,1,1,1,0,0,Separate house,6,11,17,11,2020,2,31802158245,23.17869001
91680,4,3,2,0,0,Separate house,6,11,18,11,2020,3,31802158206,38.1196772
91681,3,1,2,0,0,Separate house,6,11,19,11,2020,4,31802158231,30.44441848
91682,3,2,2,0,0,Separate house,6,11,20,11,2020,5,31802158231,30.44441848
91683,4,0,2,0,0,Separate house,6,11,16,11,2020,1,31802158245,38.1196772
91684,3,2,2,0,0,Separate house,6,11,17,11,2020,2,31802158231,30.44441848
91685,1,1,1,0,0,Separate house,6,11,18,11,2020,3,31802158231,23.17869001
91686,5,7,2,0,0,Separate house,6,11,19,11,2020,4,31802158206,51.10563103
91687,2,0,1,0,0,Separate house,6,11,20,11,2020,5,31802158242,25.29879984
91689,2,2,3,0,0,Separate house,6,11,17,11,2020,2,31802158206,25.29879984
91692,6,0,1,0,0,Separate house,6,11,20,11,2020,5,31802147414,51.10563103
91693,2,1,2,0,0,Separate house,6,11,16,11,2020,1,31802147414,25.29879984
91694,2,0,2,0,0,Separate house,6,11,17,11,2020,2,31802147414,25.29879984
91696,3,0,1,0,0,Separate house,6,11,19,11,2020,4,31802147414,30.44441848
91697,4,3,4,0,0,Separate house,6,11,20,11,2020,5,31802147414,38.1196772
91700,2,1,1,0,0,Separate house,6,11,18,11,2020,3,31802147414,25.29879984
91701,2,1,2,0,0,Separate house,6,11,19,11,2020,4,31802147414,25.29879984
91702,2,1,2,0,0,Separate house,6,11,20,11,2020,5,31802147414,25.29879984
91704,2,1,1,0,0,Separate house,6,11,17,11,2020,2,31802147414,25.29879984
91706,1,1,1,0,0,Separate house,6,11,19,11,2020,4,31802147414,23.17869001
91708,5,3,3,0,0,Separate house,6,11,16,11,2020,1,31802147414,51.10563103
91711,2,0,3,0,0,Separate house,6,11,19,11,2020,4,31802147414,25.29879984
91714,3,4,2,0,0,Separate house,6,11,17,11,2020,2,31802147414,30.44441848
91715,2,2,2,0,0,Separate house,6,11,18,11,2020,3,31802147414,25.29879984
91716,1,0,1,0,0,Separate house,6,11,19,11,2020,4,31802147414,23.17869001
91720,1,0,0,0,0,"Unit, flat, or apartment (less than 4 storeys)",6,11,18,11,2020,3,31802148114,23.17869001
91721,1,1,1,0,0,Separate house,6,11,19,11,2020,4,31802148114,23.17869001
91724,2,2,2,0,0,Separate house,6,11,17,11,2020,2,31802148114,25.29879984
91728,3,0,3,0,0,Separate house,6,11,16,11,2020,1,31802148114,30.44441848
91730,2,0,2,0,0,Separate house,6,11,18,11,2020,3,31802148114,25.29879984
91734,2,0,2,0,0,Separate house,6,11,17,11,2020,2,31802148114,25.29879984
91739,1,0,0,0,0,Separate house,6,11,17,11,2020,2,31802148114,23.17869001
91741,2,6,3,0,0,Separate house,6,11,19,11,2020,4,31802148114,25.29879984
91745,2,0,1,0,0,Separate house,6,11,18,11,2020,3,31802148114,25.29879984
91751,1,2,2,0,0,Separate house,7,11,23,11,2020,1,31802147103,23.17869001
91752,2,0,2,0,0,Separate house,7,11,24,11,2020,2,31802147103,25.29879984
91753,5,1,3,0,0,Separate house,7,11,25,11,2020,3,31802147103,51.10563103
91755,2,0,2,0,0,Separate house,7,11,27,11,2020,5,31802147103,25.29879984
91756,3,2,1,0,0,Separate house,7,11,23,11,2020,1,31802147103,30.44441848
91759,2,0,2,0,0,Separate house,7,11,26,11,2020,4,31802147103,25.29879984
91760,3,0,2,0,0,Separate house,7,11,27,11,2020,5,31802147103,30.44441848
91761,3,1,2,0,0,Separate house,7,11,23,11,2020,1,31802147103,30.44441848
91763,1,0,1,0,0,Separate house,7,11,25,11,2020,3,31802147103,23.17869001
91764,5,3,1,0,0,Separate house,7,11,26,11,2020,4,31802147103,51.10563103
91765,3,0,2,0,0,Separate house,7,11,27,11,2020,5,31802147103,30.44441848
91766,3,3,2,2,0,Separate house,7,11,23,11,2020,1,31802147103,30.44441848
91771,2,0,1,0,0,Separate house,7,11,23,11,2020,1,31802147103,25.29879984
91773,2,0,2,0,0,Separate house,7,11,25,11,2020,3,31802147103,25.29879984
91774,4,4,2,0,0,Separate house,7,11,26,11,2020,4,31802147103,38.1196772
91776,4,2,2,0,0,Separate house,7,11,23,11,2020,1,31802147103,38.1196772
91793,1,1,2,0,0,Separate house,7,11,25,11,2020,3,31802148017,23.17869001
91794,2,0,2,0,0,Separate house,7,11,26,11,2020,4,31802148017,25.29879984
91799,2,3,2,0,0,Separate house,7,11,26,11,2020,4,31802148017,25.29879984
91800,3,1,2,0,0,Separate house,7,11,27,11,2020,5,31802148017,30.44441848
91803,1,0,1,0,0,Separate house,7,11,25,11,2020,3,31802148017,23.17869001
91805,2,0,2,0,0,Separate house,7,11,27,11,2020,5,31802148017,25.29879984
91807,1,1,4,0,0,Separate house,7,11,24,11,2020,2,31802148017,23.17869001
91808,2,0,2,0,0,Separate house,7,11,25,11,2020,3,31802148017,25.29879984
91812,6,3,2,0,0,Separate house,7,11,24,11,2020,2,31802148122,51.10563103
91819,2,0,0,0,3,Separate house,7,11,26,11,2020,4,31802148122,25.29879984
91820,3,1,2,0,0,Separate house,7,11,27,11,2020,5,31802148122,30.44441848
91821,2,3,0,0,0,Separate house,7,11,23,11,2020,1,31802148122,25.29879984
91825,2,0,1,0,0,Separate house,7,11,27,11,2020,5,31802148122,25.29879984
91826,5,3,2,0,0,Separate house,7,11,23,11,2020,1,31802148122,51.10563103
91833,6,0,2,0,0,Separate house,7,11,25,11,2020,3,31802148122,51.10563103
91837,1,0,1,0,0,Separate house,7,11,24,11,2020,2,31802148122,23.17869001
91839,4,0,0,0,0,Separate house,7,11,26,11,2020,4,31802148122,38.1196772
91840,3,3,1,0,0,Separate house,7,11,27,11,2020,5,31802148507,30.44441848
91841,2,0,2,0,0,Separate house,7,11,23,11,2020,1,31802148507,25.29879984
91844,2,5,2,0,0,Separate house,7,11,26,11,2020,4,31802148507,25.29879984
91846,1,0,1,0,0,Separate house,7,11,23,11,2020,1,31802148507,23.17869001
91848,2,3,2,1,0,Separate house,7,11,25,11,2020,3,31802148507,25.29879984
91849,3,4,3,0,0,Separate house,7,11,26,11,2020,4,31802148507,30.44441848
91851,1,0,0,0,0,Separate house,7,11,23,11,2020,1,31802148507,23.17869001
91852,2,2,2,0,0,Separate house,7,11,24,11,2020,2,31802148507,25.29879984
91853,1,0,1,0,0,Separate house,7,11,25,11,2020,3,31802148507,23.17869001
91854,2,3,2,0,0,Separate house,7,11,26,11,2020,4,31802148507,25.29879984
91863,2,2,2,0,0,Separate house,7,11,25,11,2020,3,31802148507,25.29879984
91873,1,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",7,11,25,11,2020,3,31802149004,23.17869001
91886,5,3,1,0,0,Separate house,7,11,23,11,2020,1,31802149004,51.10563103
91887,2,1,5,0,0,Separate house,7,11,24,11,2020,2,31802149004,25.29879984
91890,2,0,1,0,0,Separate house,7,11,27,11,2020,5,31802149004,25.29879984
91894,1,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",7,11,26,11,2020,4,31802149004,23.17869001
91902,3,2,1,0,0,,7,11,24,11,2020,2,31802149007,30.44441848
91912,1,0,1,0,0,,7,11,24,11,2020,2,31802149007,23.17869001
91917,1,1,1,0,0,,7,11,24,11,2020,2,31802149007,23.17869001
91919,2,0,2,0,0,,7,11,26,11,2020,4,31802149007,25.29879984
91921,2,0,2,0,0,,7,11,23,11,2020,1,31802149007,25.29879984
91924,1,0,1,0,0,,7,11,26,11,2020,4,31802149007,23.17869001
91925,1,0,1,0,0,,7,11,27,11,2020,5,31802149007,23.17869001
91926,3,5,1,0,0,,7,11,23,11,2020,1,31802149007,30.44441848
91936,2,0,1,0,0,Separate house,8,11,30,11,2020,1,31802146711,25.29879984
91938,2,2,2,0,0,Separate house,8,11,2,12,2020,3,31802146711,25.29879984
91939,1,2,1,0,0,Separate house,8,11,3,12,2020,4,31802146711,23.17869001
91943,4,4,1,0,0,Separate house,8,11,2,12,2020,3,31802146711,38.1196772
91947,2,0,1,0,0,Separate house,8,11,1,12,2020,2,31802146711,25.29879984
91955,2,2,2,0,0,Separate house,8,11,4,12,2020,5,31802146711,25.29879984
91956,2,0,2,0,0,Separate house,8,11,30,11,2020,1,31802146711,25.29879984
91957,4,1,1,0,0,Separate house,8,11,1,12,2020,2,31802146711,38.1196772
91960,4,2,2,0,0,,8,11,4,12,2020,5,31802146816,38.1196772
91964,4,5,2,0,0,,8,11,3,12,2020,4,31802146816,38.1196772
91967,3,3,1,0,0,,8,11,1,12,2020,2,31802146816,30.44441848
91968,2,1,4,0,0,,8,11,2,12,2020,3,31802146816,25.29879984
91970,2,0,1,0,0,,8,11,4,12,2020,5,31802146816,25.29879984
91972,2,0,1,0,0,,8,11,1,12,2020,2,31802146816,25.29879984
91973,2,0,2,0,0,,8,11,2,12,2020,3,31802146816,25.29879984
91974,3,0,4,0,0,,8,11,3,12,2020,4,31802146816,30.44441848
91976,1,0,2,0,0,,8,11,30,11,2020,1,31802146816,23.17869001
91982,2,2,2,0,0,Separate house,8,11,1,12,2020,2,31802146816,25.29879984
91983,2,1,2,0,0,,8,11,2,12,2020,3,31802146816,25.29879984
91987,1,0,1,0,0,,8,11,1,12,2020,2,31802146816,23.17869001
91990,2,0,2,0,0,Separate house,8,11,4,12,2020,5,31802148106,25.29879984
91991,1,0,1,0,0,Separate house,8,11,30,11,2020,1,31802148106,23.17869001
91994,3,0,3,0,0,Separate house,8,11,3,12,2020,4,31802148106,30.44441848
91995,3,1,2,0,0,Separate house,8,11,4,12,2020,5,31802148106,30.44441848
91997,2,0,2,0,0,Separate house,8,11,1,12,2020,2,31802148106,25.29879984
92001,2,1,2,0,0,Separate house,8,11,30,11,2020,1,31802148106,25.29879984
92003,2,2,2,0,0,Separate house,8,11,2,12,2020,3,31802148106,25.29879984
92005,2,0,2,0,0,Separate house,8,11,4,12,2020,5,31802148106,25.29879984
92006,1,1,1,0,0,Separate house,8,11,30,11,2020,1,31802148106,23.17869001
